contig-23375,Enterococcus faecalis
contig-33222,Candida albicans
contig-32091,Candida albicans
contig-32446,Candida albicans
contig-13312,Enterococcus faecalis
contig-32439,Cutibacterium avidum
contig-21565,Candida albicans
contig-13824,Homo sapiens
contig-20142,Candida albicans
contig-14701,Candida albicans
contig-12363,Candida albicans
contig-22787,Staphylococcus hominis
contig-26995,Candida albicans
contig-19403,Candida albicans
contig-15655,Candida albicans
contig-23116,Cutibacterium avidum
contig-9687,Candida albicans
contig-20844,Candida albicans
contig-31586,Candida albicans
contig-1562,Staphylococcus hominis
contig-27270,Staphylococcus epidermidis
contig-5546,Candida albicans
contig-6887,Candida albicans
contig-31518,Candida albicans
contig-7224,Enterococcus faecalis
contig-25318,Staphylococcus hominis
contig-26424,Leuconostoc citreum
contig-32589,Candida albicans
contig-24572,Staphylococcus lugdunensis
contig-12478,Candida albicans
contig-7264,Cutibacterium avidum
contig-16734,Candida albicans
contig-19009,Candida albicans
contig-1395,Staphylococcus epidermidis
contig-2759,Staphylococcus lugdunensis
contig-31512,Candida albicans
contig-4654,Cutibacterium avidum
contig-7711,Candida albicans
contig-33964,Staphylococcus epidermidis
contig-16041,Candida albicans
contig-22707,Candida albicans
contig-25458,Candida albicans
contig-15585,Candida albicans
contig-3446,Staphylococcus lugdunensis
contig-24581,Cutibacterium avidum
contig-20200,Candida albicans
contig-9327,Candida albicans
contig-14550,Candida albicans
contig-15385,Candida albicans
contig-22383,Enterococcus faecalis
contig-30085,Candida albicans
contig-5173,Candida albicans
contig-22435,Staphylococcus epidermidis
contig-21876,Staphylococcus lugdunensis
contig-5960,Candida albicans
contig-7844,Staphylococcus hominis
contig-1168,Candida albicans
contig-14906,Candida albicans
contig-2328,Staphylococcus epidermidis
contig-33491,Candida albicans
contig-26803,Candida albicans
contig-6823,Staphylococcus hominis
contig-32017,Candida albicans
contig-9046,Candida albicans
contig-1295,Candida albicans
contig-11088,Candida albicans
contig-27908,Candida albicans
contig-5168,Candida albicans
contig-8065,Candida albicans
contig-20265,Candida albicans
contig-33467,Candida albicans
contig-23708,Cutibacterium avidum
contig-19467,Candida albicans
contig-32502,Candida albicans
contig-32221,Candida albicans
contig-25270,Candida albicans
contig-27268,Candida albicans
contig-26305,Cutibacterium avidum
contig-31651,Enterococcus faecalis
contig-32059,Staphylococcus aureus
contig-18407,Cutibacterium avidum
contig-9869,Staphylococcus aureus
contig-30290,Candida albicans
contig-24736,Candida albicans
contig-21433,Enterococcus faecalis
contig-8374,Cutibacterium avidum
contig-17084,Cutibacterium avidum
contig-10456,Candida albicans
contig-28129,Candida albicans
contig-31124,Staphylococcus lugdunensis
contig-19351,Staphylococcus lugdunensis
contig-23318,Candida albicans
contig-28585,Cutibacterium avidum
contig-30232,Candida albicans
contig-10384,Staphylococcus epidermidis
contig-2715,Staphylococcus epidermidis
contig-32534,Candida albicans
contig-24663,Cutibacterium avidum
contig-4101,Candida albicans
contig-7779,Candida albicans
contig-1446,Candida albicans
contig-20406,Staphylococcus hominis
contig-26928,Enterococcus faecalis
contig-7475,Candida albicans
contig-147,Cutibacterium acnes
contig-21618,Leuconostoc citreum
contig-6866,Candida albicans
contig-10427,Candida albicans
contig-13892,Candida albicans
contig-34483,Staphylococcus lugdunensis
contig-30469,Candida albicans
contig-26148,Enterococcus faecalis
contig-8226,Staphylococcus aureus
contig-28259,Candida albicans
contig-32485,Staphylococcus aureus
contig-15479,Cutibacterium avidum
contig-8030,Enterococcus faecalis
contig-29045,Candida albicans
contig-15666,Staphylococcus lugdunensis
contig-16416,Enterococcus faecalis
contig-24981,Candida albicans
contig-19287,Staphylococcus lugdunensis
contig-26359,Leuconostoc citreum
contig-8307,Staphylococcus aureus
contig-33619,Candida albicans
contig-29749,Enterococcus faecalis
contig-25857,Candida albicans
contig-23147,Enterococcus faecalis
contig-13122,Cutibacterium avidum
contig-2589,Candida albicans
contig-30089,Staphylococcus hominis
contig-17777,Enterococcus faecalis
contig-19445,Staphylococcus hominis
contig-11406,Enterococcus faecalis
contig-5117,Candida albicans
contig-17842,Enterococcus faecalis
contig-30049,Candida albicans
contig-1281,Staphylococcus epidermidis
contig-12954,Enterococcus faecalis
contig-3213,Candida albicans
contig-10621,Leuconostoc citreum
contig-29862,Candida albicans
contig-20223,Staphylococcus lugdunensis
contig-29517,Candida albicans
contig-29697,Staphylococcus lugdunensis
contig-30202,Candida albicans
contig-27629,Cutibacterium avidum
contig-19936,Candida albicans
contig-12062,Candida albicans
contig-32119,Staphylococcus lugdunensis
contig-28777,Candida albicans
contig-15568,Candida albicans
contig-33326,Candida albicans
contig-33926,Candida albicans
contig-13691,Cutibacterium avidum
contig-16981,Cutibacterium avidum
contig-9472,Cutibacterium avidum
contig-7117,Candida albicans
contig-13767,Candida albicans
contig-14026,Staphylococcus epidermidis
contig-7504,Candida albicans
contig-16206,Candida albicans
contig-31717,Candida albicans
contig-3409,Candida albicans
contig-18855,Staphylococcus hominis
contig-18007,Enterococcus faecalis
contig-641,Enterococcus faecalis
contig-25920,Candida albicans
contig-29601,Candida albicans
contig-20561,Staphylococcus hominis
contig-15354,Staphylococcus hominis
contig-7076,Candida albicans
contig-29938,Candida albicans
contig-32574,Staphylococcus aureus
contig-29757,Cutibacterium avidum
contig-18641,Candida albicans
contig-12877,Candida albicans
contig-24502,Candida albicans
contig-25223,Candida albicans
contig-19066,Candida albicans
contig-3642,Candida albicans
contig-30791,Candida albicans
contig-21278,Candida albicans
contig-8893,Candida albicans
contig-17151,Cutibacterium avidum
contig-2943,Candida albicans
contig-4764,Enterococcus faecalis
contig-25590,Candida albicans
contig-31693,Candida albicans
contig-28016,Staphylococcus lugdunensis
contig-24822,Cutibacterium avidum
contig-10121,Candida albicans
contig-5739,Candida albicans
contig-5638,Cutibacterium avidum
contig-5748,Candida albicans
contig-13154,Enterococcus faecalis
contig-6026,Candida albicans
contig-2722,Candida albicans
contig-3590,Staphylococcus lugdunensis
contig-14948,Candida albicans
contig-32779,Staphylococcus aureus
contig-29617,Candida albicans
contig-25240,Cutibacterium avidum
contig-21912,Candida albicans
contig-2493,Staphylococcus aureus
contig-17394,Enterococcus faecalis
contig-33189,Candida albicans
contig-31149,Candida albicans
contig-26539,Staphylococcus lugdunensis
contig-25384,Candida albicans
contig-2053,Candida albicans
contig-22589,Staphylococcus lugdunensis
contig-24998,Cutibacterium avidum
contig-27367,Cutibacterium acnes
contig-8858,Candida albicans
contig-11875,Cutibacterium avidum
contig-4574,Staphylococcus epidermidis
contig-27320,Candida albicans
contig-7490,Cutibacterium avidum
contig-17205,Candida albicans
contig-34130,Staphylococcus lugdunensis
contig-12069,Candida albicans
contig-20512,Enterococcus faecalis
contig-2495,Candida albicans
contig-13617,Staphylococcus lugdunensis
contig-8579,Candida albicans
contig-20732,Staphylococcus lugdunensis
contig-23383,Candida albicans
contig-15936,Staphylococcus aureus
contig-24642,Staphylococcus aureus
contig-16538,Candida albicans
contig-295,Cutibacterium avidum
contig-26739,Staphylococcus lugdunensis
contig-11974,Candida albicans
contig-4151,Staphylococcus epidermidis
contig-33379,Candida albicans
contig-3022,Candida albicans
contig-33470,Staphylococcus hominis
contig-29128,Cutibacterium avidum
contig-32424,Staphylococcus epidermidis
contig-22511,Enterococcus faecalis
contig-33846,Candida albicans
contig-18281,Candida albicans
contig-20960,Staphylococcus epidermidis
contig-13398,Candida albicans
contig-34523,Candida albicans
contig-7404,Staphylococcus aureus
contig-8550,Candida albicans
contig-1611,Staphylococcus hominis
contig-29150,Candida albicans
contig-19954,Candida albicans
contig-27258,Candida albicans
contig-9484,Candida albicans
contig-2304,Candida albicans
contig-11163,Candida albicans
contig-5725,Enterococcus faecalis
contig-1272,Candida albicans
contig-8896,Candida albicans
contig-18667,Leuconostoc citreum
contig-30923,Staphylococcus lugdunensis
contig-17134,Candida albicans
contig-16025,Enterococcus faecalis
contig-14778,Cutibacterium avidum
contig-4553,Staphylococcus epidermidis
contig-32318,Candida albicans
contig-12114,Cutibacterium avidum
contig-26909,Candida albicans
contig-13035,Candida albicans
contig-20633,Staphylococcus lugdunensis
contig-29195,Staphylococcus epidermidis
contig-29648,Candida albicans
contig-30221,Staphylococcus lugdunensis
contig-23028,Candida albicans
contig-30763,Candida albicans
contig-32365,Cutibacterium avidum
contig-17560,Candida albicans
contig-667,Enterococcus faecalis
contig-27980,Enterococcus faecalis
contig-3813,Staphylococcus hominis
contig-12844,Cutibacterium avidum
contig-9987,Staphylococcus lugdunensis
contig-31069,Staphylococcus hominis
contig-25139,Staphylococcus hominis
contig-30530,Candida albicans
contig-23922,Staphylococcus lugdunensis
contig-27062,Staphylococcus epidermidis
contig-11846,Candida albicans
contig-21475,Candida albicans
contig-33193,Staphylococcus hominis
contig-28398,Staphylococcus aureus
contig-6420,Candida albicans
contig-13958,Leuconostoc citreum
contig-20417,Candida albicans
contig-9369,Enterococcus faecalis
contig-34093,Candida albicans
contig-16883,Homo sapiens
contig-14119,Cutibacterium avidum
contig-29106,Cutibacterium avidum
contig-13489,Candida albicans
contig-20816,Staphylococcus lugdunensis
contig-6149,Staphylococcus aureus
contig-21366,Candida albicans
contig-24719,Candida albicans
contig-12310,Candida albicans
contig-16104,Candida albicans
contig-25170,Candida albicans
contig-12691,Candida albicans
contig-1549,Candida albicans
contig-4258,Candida albicans
contig-4082,Enterococcus faecalis
contig-13070,Cutibacterium avidum
contig-8794,Candida albicans
contig-31474,Candida albicans
contig-1036,Cutibacterium avidum
contig-20012,Candida albicans
contig-14133,Staphylococcus lugdunensis
contig-1514,Cutibacterium avidum
contig-26965,Candida albicans
contig-1846,Candida albicans
contig-5319,Candida albicans
contig-23904,Homo sapiens
contig-31722,Enterococcus faecalis
contig-14363,Staphylococcus hominis
contig-17364,Staphylococcus hominis
contig-32110,Staphylococcus lugdunensis
contig-18872,Candida albicans
contig-19766,Staphylococcus phage Andhra
contig-21596,Candida albicans
contig-13166,Candida albicans
contig-4290,Staphylococcus hominis
contig-5007,Staphylococcus lugdunensis
contig-16906,Staphylococcus lugdunensis
contig-9830,Candida albicans
contig-19720,Staphylococcus lugdunensis
contig-2250,Candida albicans
contig-32721,Candida albicans
contig-3788,Enterococcus faecalis
contig-4462,Candida albicans
contig-63,Cutibacterium avidum
contig-6365,Candida albicans
contig-30337,Enterococcus faecalis
contig-28282,Candida albicans
contig-22158,Candida albicans
contig-22048,Enterococcus faecalis
contig-20219,Enterococcus faecalis
contig-2985,Candida albicans
contig-33737,Enterococcus faecalis
contig-7483,Candida albicans
contig-18026,Cutibacterium avidum
contig-30961,Candida albicans
contig-33545,Candida albicans
contig-8964,Staphylococcus epidermidis
contig-205,Candida albicans
contig-3008,Staphylococcus lugdunensis
contig-22336,Staphylococcus epidermidis
contig-12304,Cutibacterium avidum
contig-14236,Candida albicans
contig-26265,Enterococcus faecalis
contig-3900,Enterococcus faecalis
contig-12276,Leuconostoc citreum
contig-26591,Candida albicans
contig-2883,Candida albicans
contig-28596,Candida albicans
contig-18049,Staphylococcus lugdunensis
contig-12857,Cutibacterium avidum
contig-9657,Staphylococcus lugdunensis
contig-2803,Candida albicans
contig-22776,Staphylococcus hominis
contig-4941,Candida albicans
contig-12217,Enterococcus faecalis
contig-361,Leuconostoc citreum
contig-3862,Candida albicans
contig-9952,Candida albicans
contig-3991,Enterococcus faecalis
contig-3361,Enterococcus faecalis
contig-3262,Homo sapiens
contig-34334,Leuconostoc citreum
contig-28428,Enterococcus faecalis
contig-18862,Candida albicans
contig-22334,Candida albicans
contig-15846,Enterococcus faecalis
contig-11634,Candida albicans
contig-9091,Enterococcus faecium
contig-8926,Staphylococcus hominis
contig-1354,Enterococcus faecalis
contig-11569,Cutibacterium avidum
contig-18514,Cutibacterium avidum
contig-14536,Candida albicans
contig-26607,Candida albicans
contig-21760,Candida albicans
contig-29036,Candida albicans
contig-4820,Candida albicans
contig-23627,Staphylococcus aureus
contig-2289,Candida albicans
contig-27092,Candida albicans
contig-23753,Candida albicans
contig-27969,Candida albicans
contig-3456,Staphylococcus epidermidis
contig-11780,Cutibacterium avidum
contig-18465,Cutibacterium avidum
contig-158,Staphylococcus aureus
contig-34050,Candida albicans
contig-28721,Candida albicans
contig-12528,Cutibacterium avidum
contig-25268,Candida albicans
contig-5069,Candida albicans
contig-23794,Candida albicans
contig-26009,Staphylococcus hominis
contig-8136,Candida albicans
contig-7387,Candida albicans
contig-32462,Staphylococcus lugdunensis
contig-8629,Cutibacterium avidum
contig-431,Leuconostoc citreum
contig-22231,Candida albicans
contig-11280,Candida albicans
contig-9381,Candida albicans
contig-3042,Candida albicans
contig-33154,Candida albicans
contig-24858,Leuconostoc citreum
contig-18951,Candida albicans
contig-14101,Enterococcus faecalis
contig-23592,Staphylococcus lugdunensis
contig-7425,Cutibacterium avidum
contig-14673,Enterococcus faecalis
contig-2745,Staphylococcus hominis
contig-6353,Staphylococcus hominis
contig-20969,Leuconostoc citreum
contig-20085,Enterococcus faecalis
contig-10777,Leuconostoc citreum
contig-34431,Candida albicans
contig-5829,Enterococcus faecalis
contig-24222,Cutibacterium avidum
contig-23482,Staphylococcus aureus
contig-19367,Candida albicans
contig-23,Cutibacterium avidum
contig-20456,Cutibacterium avidum
contig-6597,Cutibacterium avidum
contig-17266,Cutibacterium avidum
contig-2148,Homo sapiens
contig-5206,Candida albicans
contig-9757,Cutibacterium avidum
contig-20315,Candida albicans
contig-12156,Candida albicans
contig-24634,Candida albicans
contig-8807,Candida albicans
contig-30569,Candida albicans
contig-26069,Candida albicans
contig-30869,Enterococcus faecalis
contig-21683,Candida albicans
contig-5491,Cutibacterium acnes
contig-6779,Candida albicans
contig-7974,Cutibacterium avidum
contig-32272,Candida albicans
contig-34117,Cutibacterium acnes
contig-14863,Candida albicans
contig-31445,Staphylococcus lugdunensis
contig-2021,Cutibacterium avidum
contig-20035,Staphylococcus epidermidis
contig-12881,Enterococcus faecalis
contig-20834,Enterococcus faecalis
contig-3288,Cutibacterium avidum
contig-26728,Candida albicans
contig-28404,Candida albicans
contig-4860,Enterococcus faecalis
contig-1054,Staphylococcus epidermidis
contig-19312,Candida albicans
contig-7345,Candida albicans
contig-1859,Staphylococcus hominis
contig-11816,Candida albicans
contig-29491,Staphylococcus lugdunensis
contig-23967,Enterococcus faecalis
contig-25670,Candida albicans
contig-18730,Candida albicans
contig-10263,Enterococcus faecalis
contig-4967,Staphylococcus epidermidis
contig-31997,Staphylococcus lugdunensis
contig-6210,Enterococcus faecalis
contig-22426,Enterococcus faecalis
contig-22190,Staphylococcus epidermidis
contig-27745,Candida albicans
contig-18090,Cutibacterium avidum
contig-16329,Leuconostoc citreum
contig-27161,Cutibacterium avidum
contig-19193,Candida albicans
contig-4382,Candida albicans
contig-17241,Enterococcus faecalis
contig-29074,Candida albicans
contig-18580,Staphylococcus hominis
contig-30347,Candida albicans
contig-7728,Enterococcus faecalis
contig-13419,Candida albicans
contig-18139,Candida albicans
contig-5918,Staphylococcus hominis
contig-14205,Candida albicans
contig-27117,Cutibacterium avidum
contig-13286,Cutibacterium acnes
contig-3018,Candida albicans
contig-24886,Cutibacterium avidum
contig-29795,Candida albicans
contig-6059,Candida albicans
contig-8633,Cutibacterium avidum
contig-4815,Enterococcus faecalis
contig-14755,Candida albicans
contig-27085,Staphylococcus lugdunensis
contig-1196,Enterococcus faecalis
contig-5364,Cutibacterium avidum
contig-17204,Candida albicans
contig-15762,Enterococcus faecalis
contig-33794,Candida albicans
contig-13501,Candida albicans
contig-3429,Cutibacterium avidum
contig-27174,Candida albicans
contig-30030,Candida albicans
contig-1792,Leuconostoc citreum
contig-8037,Enterococcus faecalis
contig-26488,Candida albicans
contig-32510,Staphylococcus epidermidis
contig-20069,Candida albicans
contig-17292,Candida albicans
contig-29853,Candida albicans
contig-31680,Candida albicans
contig-7931,Cutibacterium avidum
contig-12895,Candida albicans
contig-8347,Candida albicans
contig-5756,Candida albicans
contig-7690,Staphylococcus hominis
contig-14060,Cutibacterium avidum
contig-23605,Cutibacterium avidum
contig-5435,Candida albicans
contig-5871,Candida albicans
contig-31423,Candida albicans
contig-27564,Candida albicans
contig-16093,Staphylococcus hominis
contig-12947,Staphylococcus hominis
contig-11455,Leuconostoc citreum
contig-234,Enterococcus faecalis
contig-19185,Staphylococcus lugdunensis
contig-23049,Cutibacterium avidum
contig-27930,Candida albicans
contig-3635,Cutibacterium avidum
contig-28290,Candida albicans
contig-7417,Candida albicans
contig-30213,Candida albicans
contig-17444,Candida albicans
contig-12228,Leuconostoc citreum
contig-29634,Candida albicans
contig-23604,Candida albicans
contig-21712,Cutibacterium avidum
contig-14046,Candida albicans
contig-5687,Staphylococcus hominis
contig-18113,Enterococcus faecalis
contig-13335,Cutibacterium avidum
contig-18156,Candida albicans
contig-31790,Staphylococcus lugdunensis
contig-8158,Candida albicans
contig-11129,Candida albicans
contig-30045,Candida albicans
contig-3525,Cutibacterium avidum
contig-16072,Enterococcus faecalis
contig-11237,Staphylococcus epidermidis
contig-8039,Staphylococcus lugdunensis
contig-30194,Candida albicans
contig-13927,Staphylococcus aureus
contig-8163,Staphylococcus hominis
contig-33182,Candida albicans
contig-12421,Staphylococcus lugdunensis
contig-18206,Candida albicans
contig-33244,Enterococcus faecalis
contig-6251,Enterococcus faecalis
contig-34071,Candida albicans
contig-13008,Candida albicans
contig-29573,Staphylococcus aureus
contig-33905,Enterococcus faecalis
contig-2460,Candida albicans
contig-14746,Staphylococcus lugdunensis
contig-20446,Leuconostoc citreum
contig-16270,Candida albicans
contig-26374,Staphylococcus epidermidis
contig-34587,Candida albicans
contig-21228,Cutibacterium avidum
contig-6998,Cutibacterium avidum
contig-33719,Candida albicans
contig-21118,Enterococcus faecalis
contig-24452,Staphylococcus aureus
contig-11051,Candida albicans
contig-6283,Enterococcus faecalis
contig-24134,Candida albicans
contig-16832,Staphylococcus epidermidis
contig-29444,Candida albicans
contig-6198,Cutibacterium avidum
contig-28537,Candida albicans
contig-14054,Candida albicans
contig-29773,Candida albicans
contig-23546,Leuconostoc citreum
contig-26977,Staphylococcus epidermidis
contig-21086,Enterococcus faecalis
contig-8144,Candida albicans
contig-29821,Enterococcus faecium
contig-19864,Candida albicans
contig-10251,Enterococcus faecalis
contig-4787,Candida albicans
contig-9217,Enterococcus faecalis
contig-6984,Candida albicans
contig-15751,Cutibacterium avidum
contig-3299,Candida albicans
contig-26550,Staphylococcus aureus
contig-15078,Enterococcus faecalis
contig-27821,Cutibacterium avidum
contig-20432,Enterococcus faecalis
contig-1808,Cutibacterium avidum
contig-32219,Candida albicans
contig-12909,Candida albicans
contig-16566,Candida albicans
contig-26384,Staphylococcus lugdunensis
contig-17189,Candida albicans
contig-33789,Leuconostoc citreum
contig-20062,Enterococcus faecalis
contig-13233,Candida albicans
contig-33625,Enterococcus faecalis
contig-13751,Enterococcus faecalis
contig-4514,Enterococcus faecalis
contig-27431,Staphylococcus hominis
contig-23787,Candida albicans
contig-13062,Candida albicans
contig-12209,Candida albicans
contig-9341,Candida albicans
contig-6400,Leuconostoc citreum
contig-4482,Cutibacterium avidum
contig-25497,Cutibacterium avidum
contig-15579,Candida albicans
contig-17929,Candida albicans
contig-28005,Candida albicans
contig-33954,Staphylococcus lugdunensis
contig-2661,Candida albicans
contig-11078,Candida albicans
contig-32696,Candida albicans
contig-1433,Staphylococcus lugdunensis
contig-25558,Cutibacterium avidum
contig-788,Staphylococcus epidermidis
contig-10928,Candida albicans
contig-27916,Candida albicans
contig-999,Cutibacterium avidum
contig-13093,Staphylococcus lugdunensis
contig-33767,Candida albicans
contig-5770,Cutibacterium avidum
contig-28541,Candida albicans
contig-24510,Cutibacterium avidum
contig-2775,Candida albicans
contig-32086,Staphylococcus aureus
contig-6975,Enterococcus faecalis
contig-12110,Candida albicans
contig-22801,Candida albicans
contig-1032,Candida albicans
contig-15379,Candida albicans
contig-3740,Staphylococcus epidermidis
contig-31543,Candida albicans
contig-6972,Staphylococcus epidermidis
contig-24600,Candida albicans
contig-23651,Staphylococcus epidermidis
contig-1650,Cutibacterium avidum
contig-17965,Cutibacterium avidum
contig-34478,Candida albicans
contig-28490,Candida albicans
contig-10301,Candida albicans
contig-28473,Candida albicans
contig-28125,Candida albicans
contig-29739,Candida albicans
contig-1110,Cutibacterium avidum
contig-607,Enterococcus faecalis
contig-2132,Candida albicans
contig-4584,Candida albicans
contig-25447,Cutibacterium avidum
contig-18790,Candida albicans
contig-18430,Candida albicans
contig-14590,Candida albicans
contig-3226,Candida albicans
contig-27462,Candida albicans
contig-710,Staphylococcus epidermidis
contig-12623,Candida albicans
contig-10126,Cutibacterium avidum
contig-30397,Leuconostoc citreum
contig-2088,Candida albicans
contig-16896,Enterococcus faecalis
contig-29974,Candida albicans
contig-6340,Candida albicans
contig-15172,Cutibacterium avidum
contig-30359,Candida albicans
contig-23712,Enterococcus faecalis
contig-7903,Candida albicans
contig-25006,Staphylococcus lugdunensis
contig-104,Cutibacterium avidum
contig-16869,Candida albicans
contig-25821,Candida albicans
contig-15069,Candida albicans
contig-5352,Candida albicans
contig-2383,Cutibacterium avidum
contig-27761,Leuconostoc citreum
contig-1690,Candida albicans
contig-11308,Candida albicans
contig-10474,Staphylococcus epidermidis
contig-20283,Staphylococcus lugdunensis
contig-14714,Candida albicans
contig-6616,Candida albicans
contig-26632,Staphylococcus lugdunensis
contig-14438,Staphylococcus aureus
contig-25945,Staphylococcus lugdunensis
contig-14175,Candida albicans
contig-16064,Enterococcus faecalis
contig-17572,Candida albicans
contig-4359,Candida albicans
contig-15925,Candida albicans
contig-22684,Candida albicans
contig-20952,Enterococcus faecalis
contig-31436,Candida albicans
contig-27387,Staphylococcus epidermidis
contig-13640,Candida albicans
contig-31003,Cutibacterium avidum
contig-18605,Candida albicans
contig-9011,Candida albicans
contig-9190,Candida albicans
contig-30002,Candida albicans
contig-19576,Candida albicans
contig-30052,Candida albicans
contig-16174,Staphylococcus aureus
contig-20772,Cutibacterium avidum
contig-1861,Candida albicans
contig-5152,Staphylococcus aureus
contig-8566,Enterococcus faecalis
contig-12777,Candida albicans
contig-16003,Candida albicans
contig-24666,Candida albicans
contig-21931,Candida albicans
contig-34089,Candida albicans
contig-325,Cutibacterium avidum
contig-13321,Candida albicans
contig-9729,Cutibacterium avidum
contig-11035,Candida albicans
contig-5504,Cutibacterium avidum
contig-19054,Candida albicans
contig-22859,Cutibacterium avidum
contig-19023,Candida albicans
contig-14967,Candida albicans
contig-11572,Candida albicans
contig-22399,Candida albicans
contig-30253,Enterococcus faecalis
contig-189,Staphylococcus aureus
contig-32750,Candida albicans
contig-871,Staphylococcus hominis
contig-13647,Leuconostoc citreum
contig-15261,Candida albicans
contig-6024,Staphylococcus hominis
contig-11745,Candida albicans
contig-34451,Staphylococcus lugdunensis
contig-32337,Candida albicans
contig-1304,Cutibacterium acnes
contig-24842,Candida albicans
contig-4488,Enterococcus faecalis
contig-8520,Leuconostoc citreum
contig-28791,Candida albicans
contig-19755,Enterococcus faecalis
contig-30184,Candida albicans
contig-16267,Staphylococcus epidermidis
contig-5430,Enterococcus faecalis
contig-20499,Cutibacterium avidum
contig-23348,Staphylococcus hominis
contig-9854,Candida albicans
contig-22266,Staphylococcus lugdunensis
contig-900,Candida albicans
contig-20190,Leuconostoc citreum
contig-4803,Staphylococcus aureus
contig-3350,Staphylococcus hominis
contig-9753,Staphylococcus aureus
contig-21831,Staphylococcus lugdunensis
contig-5831,Candida albicans
contig-19393,Staphylococcus hominis
contig-23212,Staphylococcus hominis
contig-32640,Candida albicans
contig-2807,Candida albicans
contig-25234,Candida albicans
contig-29315,Candida albicans
contig-2370,Cutibacterium avidum
contig-14987,Leuconostoc citreum
contig-31601,Staphylococcus lugdunensis
contig-30900,Candida albicans
contig-9127,Candida albicans
contig-706,Cutibacterium avidum
contig-18201,Candida albicans
contig-10525,Cutibacterium avidum
contig-17340,Candida albicans
contig-32285,Staphylococcus lugdunensis
contig-26583,Enterococcus faecalis
contig-11865,Candida albicans
contig-32022,Staphylococcus epidermidis
contig-20136,Candida albicans
contig-26245,Candida albicans
contig-42,Candida albicans
contig-22016,Staphylococcus epidermidis
contig-32066,Candida albicans
contig-27766,Candida albicans
contig-3143,Staphylococcus aureus
contig-30378,Candida albicans
contig-11411,Candida albicans
contig-21101,Candida albicans
